Id_survey_no_dc,Id_scr,Ecoregion,Department,Long,Lat,Id_group_no_dc,Farm_name,Distance_farm,N_visits,Elev,Avg_temp,Tot_prec,Habitat,Habitat_sub
MB-VC-EH_09,Ref_El hatico,Cafetera,Valle del cauca,-76.325,3.6425,MB-VC-EH,El hatico,NA,3,1011,23.375,1411,Bosque,Maduro
MB-VC-EH_10,Ref_El hatico,Cafetera,Valle del cauca,-76.3251,3.641,MB-VC-EH,El hatico,NA,3,1001,23.367,1463,Bosque,Secundario
MB-VC-EH_11,Ref_El hatico,Cafetera,Valle del cauca,-76.3262,3.6419,MB-VC-EH,El hatico,NA,3,1005,23.375,1411,Bosque,Maduro
MB-VC-EH_12,Ref_El hatico,Cafetera,Valle del cauca,-76.3268,3.6436,MB-VC-EH,El hatico,NA,2,991,23.375,1411,Bosque,Secundario
MB-M-A_01,1734,Piedemonte,Meta,-73.8067,3.8105,MB-M-A,Andorra,1133,11,530,24.742,3611,Ssp,Arboles dispersos
MB-M-A_02,1734,Piedemonte,Meta,-73.8085,3.8096,MB-M-A,Andorra,1282,11,530,24.692,3869,Pastizales,NA
MB-M-A_03,1734,Piedemonte,Meta,-73.8104,3.8091,MB-M-A,Andorra,1218,11,534,24.692,3869,Ssp,Cerca viva
MB-M-A_04,1734,Piedemonte,Meta,-73.8114,3.8109,MB-M-A,Andorra,1012,11,536,24.692,3869,Bosque,Ripario
MB-M-A_05,1734,Piedemonte,Meta,-73.811,3.8127,MB-M-A,Andorra,884,11,533,24.692,3869,Pastizales,NA
MB-M-A_06,1734,Piedemonte,Meta,-73.8087,3.8147,MB-M-A,Andorra,906,11,536,24.692,3869,Ssp,Arboles dispersos
MB-M-A_07,1734,Piedemonte,Meta,-73.8076,3.8169,MB-M-A,Andorra,853,11,527,24.775,3643,Ssp,Cerca viva
MB-M-A_08,1734,Piedemonte,Meta,-73.8089,3.8183,MB-M-A,Andorra,668,11,528,24.742,3932,Pastizales,NA
MB-M-A_09,1734,Piedemonte,Meta,-73.8101,3.8207,MB-M-A,Andorra,408,10,528,24.742,3932,Ssp,Arboles dispersos
MB-M-A_10,1734,Piedemonte,Meta,-73.8107,3.8228,MB-M-A,Andorra,244,10,521,24.742,3932,Bosque,Ripario
MB-M-A_13,1734,Piedemonte,Meta,-73.8049,3.8201,MB-M-A,Andorra,574,10,523,24.775,3643,Pastizales,NA
MB-M-A_14,1734,Piedemonte,Meta,-73.8059,3.8173,MB-M-A,Andorra,700,10,524,24.775,3643,Pastizales,NA
MB-M-A_15,1734,Piedemonte,Meta,-73.8058,3.8154,MB-M-A,Andorra,775,10,527,24.742,3611,Pastizales,NA
MB-M-A_16,1734,Piedemonte,Meta,-73.8043,3.8106,MB-M-A,Andorra,905,11,527,24.742,3611,Bosque,Ripario
MB-M-A_17,1734,Piedemonte,Meta,-73.8025,3.8101,MB-M-A,Andorra,777,11,524,24.742,3611,Pastizales,NA
MB-M-A_18,1734,Piedemonte,Meta,-73.8021,3.8124,MB-M-A,Andorra,629,11,530,24.742,3611,Bosque,Ripario
MB-M-A_19,1734,Piedemonte,Meta,-73.7999,3.8114,MB-M-A,Andorra,490,11,524,24.792,3439,Ssp,Cerca viva
MB-M-A_20,1734,Piedemonte,Meta,-73.8026,3.8155,MB-M-A,Andorra,513,10,526,24.742,3611,Ssp,Arboles dispersos
MB-M-A_21,1734,Piedemonte,Meta,-73.8032,3.8195,MB-M-A,Andorra,402,10,524,24.775,3643,Pastizales,NA
MB-M-A_22,1734,Piedemonte,Meta,-73.8017,3.8207,MB-M-A,Andorra,271,10,524,24.775,3643,Pastizales,NA
MB-M-A_23,1734,Piedemonte,Meta,-73.8058,3.8218,MB-M-A,Andorra,581,10,511,24.775,3643,Pastizales,NA
MB-M-A_24,1734,Piedemonte,Meta,-73.8078,3.8217,MB-M-A,Andorra,560,11,514,24.775,3643,Pastizales,NA
MB-M-A_25,1734,Piedemonte,Meta,-73.808,3.8198,MB-M-A,Andorra,633,11,528,24.775,3643,Pastizales,NA
MB-M-A_26,1734,Piedemonte,Meta,-73.8046,3.8142,MB-M-A,Andorra,749,11,525,24.742,3611,Ssp,Ripario
MB-M-EPO3_01,261,Piedemonte,Meta,-73.7975,3.6735,MB-M-EPO3,El porvenir 3,0,10,430,25.325,2897,Ssp,Arboles dispersos
MB-M-EPO3_02,261,Piedemonte,Meta,-73.7957,3.6738,MB-M-EPO3,El porvenir 3,11,10,431,25.325,2897,Bosque,Ripario
MB-M-EPO3_03,261,Piedemonte,Meta,-73.7945,3.6718,MB-M-EPO3,El porvenir 3,12,10,429,25.325,2897,Bosque,Ripario
MB-M-EPO3_04,261,Piedemonte,Meta,-73.7955,3.6701,MB-M-EPO3,El porvenir 3,0,10,423,25.325,2897,Ssp,Arboles dispersos
MB-M-EPO3_05,261,Piedemonte,Meta,-73.7967,3.6688,MB-M-EPO3,El porvenir 3,0,11,424,25.325,2897,Pastizales,NA
MB-M-EPO3_06,261,Piedemonte,Meta,-73.7983,3.668,MB-M-EPO3,El porvenir 3,0,10,424,25.325,2897,Pastizales,NA
MB-M-LP2_01,1521,Piedemonte,Meta,-73.8179,3.8238,MB-M-LP2,La pradera 2,91,10,537,24.642,3881,Pastizales,NA
MB-M-LP2_02,1521,Piedemonte,Meta,-73.8161,3.8248,MB-M-LP2,La pradera 2,0,10,533,24.742,3932,Ssp,Arboles dispersos
MB-M-LP2_03,1521,Piedemonte,Meta,-73.8143,3.8257,MB-M-LP2,La pradera 2,2,10,529,24.583,4033,Ssp,Arboles dispersos
MB-M-LP2_04,1521,Piedemonte,Meta,-73.8131,3.8243,MB-M-LP2,La pradera 2,25,10,524,24.742,3932,Ssp,Arboles dispersos
MB-M-LP2_05,1521,Piedemonte,Meta,-73.8129,3.823,MB-M-LP2,La pradera 2,47,10,523,24.742,3932,Bosque,Ripario
MB-M-LP2_06,1521,Piedemonte,Meta,-73.8163,3.8205,MB-M-LP2,La pradera 2,99,10,525,24.742,3932,Pastizales,NA
MB-M-LP2_07,1521,Piedemonte,Meta,-73.8182,3.8196,MB-M-LP2,La pradera 2,313,10,527,24.642,3881,Pastizales,NA
MB-M-LP2_08,1521,Piedemonte,Meta,-73.8206,3.8181,MB-M-LP2,La pradera 2,189,10,533,24.642,3881,Pastizales,NA
MB-M-LP2_09,1521,Piedemonte,Meta,-73.8223,3.8172,MB-M-LP2,La pradera 2,297,10,538,24.642,3881,Pastizales,NA
MB-M-LP2_10,1521,Piedemonte,Meta,-73.824,3.8158,MB-M-LP2,La pradera 2,336,10,542,24.658,3942,Pastizales,NA
MB-M-LP2_11,1521,Piedemonte,Meta,-73.8213,3.8209,MB-M-LP2,La pradera 2,482,10,544,24.642,3881,Bosque,Ripario
MB-M-LP2_12,1521,Piedemonte,Meta,-73.8236,3.8224,MB-M-LP2,La pradera 2,709,10,555,24.642,3881,Ssp,Arboles dispersos
MB-M-LRO1_01,3189,Piedemonte,Meta,-73.8373,3.8356,MB-M-LRO1,La rosania 1,0,10,719,23.625,4306,Ssp,Arboles dispersos
MB-M-LRO1_02,3189,Piedemonte,Meta,-73.8388,3.8369,MB-M-LRO1,La rosania 1,0,11,783,23.625,4306,Pastizales,NA
MB-M-LRO1_03,3189,Piedemonte,Meta,-73.8405,3.8377,MB-M-LRO1,La rosania 1,0,11,796,23.625,4306,Pastizales,NA
MB-M-LRO1_04,3189,Piedemonte,Meta,-73.8433,3.8382,MB-M-LRO1,La rosania 1,0,10,807,23.3,4003,Ssp,Arboles dispersos
MB-M-LRO1_05,3189,Piedemonte,Meta,-73.8369,3.8334,MB-M-LRO1,La rosania 1,0,10,697,23.625,4306,Bosque,Secundario
MB-M-LRO1_06,3189,Piedemonte,Meta,-73.8357,3.8319,MB-M-LRO1,La rosania 1,0,10,667,23.858,4255,Bosque,Ripario
MB-M-LRO1_07,3189,Piedemonte,Meta,-73.8334,3.8291,MB-M-LRO1,La rosania 1,0,10,628,23.858,4255,Pastizales,NA
MB-M-LRO1_08,3189,Piedemonte,Meta,-73.8452,3.8371,MB-M-LRO1,La rosania 1,0,10,817,23.3,4003,Ssp,Cerca viva
MB-M-LRO1_09,3189,Piedemonte,Meta,-73.8473,3.8368,MB-M-LRO1,La rosania 1,0,10,822,23.3,4003,Pastizales,NA
MB-M-LRO1_10,3189,Piedemonte,Meta,-73.849,3.8377,MB-M-LRO1,La rosania 1,0,11,810,23.3,4003,Pastizales,NA
MB-M-LRO1_11,3189,Piedemonte,Meta,-73.8472,3.84,MB-M-LRO1,La rosania 1,0,11,804,23.3,4003,Pastizales,NA
MB-M-LRO1_12,3189,Piedemonte,Meta,-73.8461,3.8354,MB-M-LRO1,La rosania 1,0,10,822,23.3,4003,Ssp,Cerca viva
MB-M-LBR_01,3133,Piedemonte,Meta,-73.8561,3.8062,MB-M-LBR,La brisa,247,3,638,24.117,3785,Bosque,Maduro
MB-M-LBR_02,3133,Piedemonte,Meta,-73.8576,3.8073,MB-M-LBR,La brisa,365,3,644,24.117,3785,Bosque,Maduro
